id	tokens
2078	DevNation 2014 - Jeff Markham - YARN: Connecting Hadoop and Red Hat JBoss EAP
2079	DevNation 2014 - Paul Morie - Writing OpenShift Cartridges: The Basics
2080	DevNation 2014 - Tim Fox - High-Performance Reactive Applications with Vert.x
2081	DevNation 2014 - Pat McDonough - Interactive Big Data Applications with Apache Spark
2082	DevNation 2014 - Solomon Hykes et al. - Q&A with the Docker Team
2083	DevNation 2014 - Dan Walsh - Secure Linux Containers or 'Dockah Dockah Dockah'
2084	DevNation 2014 - Catherine Robson - User Experience Bootcamp
2085	DevNation 2014 - Slavek Kabrda - DevAssistant: What's in it for You?
2086	DevNation 2014 - Paul Robinson - Bringing Transactional Guarantees to MongoDB
2087	DevNation 2014 - James Strachan - Apache Camel in the Clouds
2088	DevNation 2014 - Scott Cranton & Scott McCarty - Resilient Enterprise Messaging with JBoss A-MQ
2089	DevNation 2014 - Jason Greene - JVM Finalize Pitfalls: How to Avoid the Danger
2090	DevNation 2014 - Scott McClellan - Hadoop and Beyond
2091	DevNation 2014 - Louis Zuckerman  - GlusterFS & Java
2092	DevNation 2014 - Arun Gupta - 50 New Features of Java EE 7 in 50 Minutes
2093	DevNation 2014 - Brian Gollaher - Developing Applications for Red Hat Enterprise Linux
2094	DevNation 2014 - Jeremy Edberg - How Netflix Uses DevOps for Reliability and Developer Velocity
2095	DevNation 2014 - Pete Muir - Building an Enterprise App from Scratch
2096	DevNation 2014 - Gene Kim - Afternoon Keynote: Why Everyone Needs DevOps Now
2097	DevNation 2014 - Neal Ford - Opening Keynote: Agile Architecture and Design
2098	DevNation 2015 - Pulse session on all things IoT
2099	DevNation 2015 - Paul Bakker - Pulse Session on OSGi
2100	DevNation 2015 - Duncan Doyle, Tristan Tarrant - Cross-region cloud deployments with Infinispan
2101	DevNation 2015 - Xavier Coulon - Using lambda expressions to query a data store
2102	DevNation 2015 - Vincent Batts - Golang: The good, the bad, & the ugly
2103	DevNation 2015 - Lincoln Baxter & George Gastaldi - Automate development with JBoss Forge
2104	DevNation 2015 - Steve Pousty - Introduction to PaaS for application developers
2105	DevNation 2015 - Jeremy Davis - Modern Javascript for Java developers
2106	DevNation 2015 - Knutsen, Majsak - Taming microservices testing with Docker & Arquillian Cube
2107	Microservices & you: Practical Introduction
2108	DevNation 2015 - Xavier Coulon - Productive Java EE and HTML5 developement
2109	DevNation 2015 - Leathem - Transform your web applications with reactive functional programming
2110	DevNation 2015 - Arun Gupta, Thomas Qvarnström - DevOps with java ee
2111	DevNation 2015 - Honza Horak - How to deliver multiple versions of application stacks
2112	DevNation 2015 - Jason Hibbets - Community building the open source way
2113	DevNation 2015 - Adam Koblentz - Develop anywhere--even the cloud
2114	DevNation 2015 - Christina Lin - Get to know Camel in 40 minutes
2115	DevNation 2015 - Peter Muir & Paul Robinson - Continuous delivery, with a side order of DevOps
2116	DevNation 2015 - Jennifer Krieger - So you want to be a DevOps engineer?
2117	DevNation 2015 - Matt Newsome - Red Hat Enterprise Linux C++ Toolchains
2118	DevNation 2015 - Christine Flood - Shenandoah: An ultra-low pause time garbage collector for OpenJDK
2119	DevNation 2015 - Bruno Oliveira da Silva - Securing mobile applications
2120	DevNation 2015 - Ethan Gafford - Integrating elastic data analysis with Openstack Sahara
2121	DevNation 2015 - Görn, Pavlín & Weitekamp - From the Nulecule Nest to an Atomic App
2122	DevNation 2015 - Scott Stark & Burr Sutter - Developing for the Internet of Things
2123	DevNation 2015 - Jay Balunas - Push the future with Webpush, the IoT, embedded, & industry standards
2124	DevNation 2015 - Ryan King - Devops in a container world: panel discussion
2125	DevNation 2015 - Mark Proctor - Practical rules & working with drools
2126	DevNation 2015 - Christian Posta & Charles Moulliard - Continuous delivery with Fuse on Openshift
2127	DevNation 2015 - Paulus Bakker & Sander Mak - Provisioning the Internet of Things
2128	DevNation 2015 - Gil Tene & John Kaczala - Duct-tape-free reactive java application
2129	DevNation 2015 - DeKoenigsberg & Christoffersen - Seamlessly integrating cloud technologies
2130	DevNation 2015 - Paul Bakker - Kubernetes: Beyond the basics
2131	DevNation 2015 - Andrea Ceiner - Is your MQTT broker IoT-Ready
2132	DevNation 2015 - Javier Perez, Cian Clarke & John Frizelle - Feedhenry's Node.js capabilities
2133	DevNation 2015 - Brian Ashburn - The Internet of Things Protocol Roundup
2134	DevNation 2015 - Sander Mak - Typescript: Coding javascript without the pain
2135	DevNation 2015- Michael Hrivnak - Docker for developers
2136	DevNation 2015 - Sarah Novotny - Making the case for microservices
2137	DevNation 2015 - Catherine Robson - Building your Internet of Things (IoT) user experience
2138	DevNation 2015 - Dave Lester - Build distributed, fault-tolerant infrastructure with Apache Mesos
2139	DevNation 2015 - Emmanuel Bernard - Mythbusters: ORMs & NoSQL
2140	DevNation 2015 - Tyler Jewell - Contribute to any open source project with Eclipse Che & Codenvy
2141	DevNation 2015 - Kris Borchers - Making jQuery Widgets Famous, as well as Famo.us
2142	DevNation 2015 - Felix Ehm - Running CERN's Accelerator Control System using open source software
2143	DevNation 2015 Keynote - Brianna Wu - 9 ways to stop hurting and start helping women in tech
2144	DevNation 2015 Keynote - Venkat Subramaniam - The joy of functional programming
2145	DevNation 2015 Keynote - Matt Hicks - The future of development with Kubernetes and Docker
2146	Efficient top-k query processing on distributed column family databases: by Rui Vieira
2147	Transaction Monitoring and Visualisation
2148	ThreadSafe
2149	Improving Infinispan's Scalability: A new approach to group communication
2150	Keycloak: A New Open Source Authentication Server
2151	Openshift: The Polyglot Platform as a Service - Max Andersen
2152	LiveOak: Is that a mobile backend as a service in your pocket?
2153	Code-driven introduction to Java EE 7
2154	JUDCon:Boston 2014
2155	What's new in WildFly 8?
2156	Transactions in the Cloud
2157	Boston Java Meetup - Rapid Enterprise Development w/ EAP, JRebel, and XRebel
2158	Docker and JBoss - the perfect combination
2159	Testing the Enterprise layers, with Arquillian
2160	Case Studies in Testable Java EE Development
2161	CDI (Part 1): Introduction to CDI
2162	CDI (Part 2): The Advanced Features
2163	Apache DeltaSpike: The CDI toolbox
2164	Ceylon From Here to Infinity: The Big Picture and What's Coming
2165	Hit the ground running with BPM — a starters kit
2166	Implementing your own Google App Engine
2167	Building Cross Platform Applications with Cordova and AeroGear
2168	Hacking on WildFly 9
2169	Narayana 5: The premier open source transaction manager
2170	What's New in WildFly 9
2171	Apache Lucene for Java EE developers
2172	The cold hard truth about microservices and how open source can help
2173	JGroups - An effective framework for cluster communication
2174	Messaging for IoT
2175	An Enterprise Developer’s Journey to the IoT
2176	Java EE Microservices with WildFly Swarm
2177	Red Hat Mobile Application Platform + OpenShift Online
2178	Mobile Terms and Conditions | Red Hat Developer
2179	Build your first application using Node.js with Red Hat Container Development Kit (CDK) | Red Hat Developer
2180	Build your first application using PHP with Red Hat Container Development Kit (CDK) | Red Hat Developer
2181	Build your first application using Python with Red Hat Container Development Kit (CDK) | Red Hat Developer
2182	A-MQ 7 Beta Component | Red Hat Developer
2183	Build your first application using Node.js v4 on RHEL 7 with containers and Red Hat Software Collections | Red Hat Developer
2184	Build your first application using Python 3.5 on RHEL 7 with containers and Red Hat Software Collections | Red Hat Developer
2185	Build your first app with native GCC on RHEL 6 or 7 | Red Hat Developer
2186	Podman - The next generation of Linux container tools | Red Hat Developer
2187	Red Hat Mobile Application Platform (RHMAP) Raincatcher, by Juana Nakfour | Red Hat Developer
2188	OpenShift on Google Cloud, by Marek Jelen | Red Hat Developer
2189	Reproducible Development to Live Apps w/ Java and Red Hat CDK, by Andy Rubinger | Red Hat Developer
2190	Linux is Containers; Containers are Linux, by Hugo Rivero | Red Hat Developer
2191	WildFly Swarm on OpenShift, by Ken Finnigan | Red Hat Developer
2192	DevNation Live | Istio: Canaries and Kubernetes | Red Hat Developer
2193	DevNation Live | Advanced Microservices Tracing with Jaeger | Red Hat Developer
2194	Red Hat Developer Program Benefits | Red Hat Developer
2195	Build your first application using Ruby with Red Hat Container Development Kit (CDK) | Red Hat Developer
2196	Build your first application using GCC4 on RHEL 7 with Red Hat Developer Toolset (DTS) | Red Hat Developer
2197	Build your first application using native Ruby on RHEL 6 or RHEL 7 | Red Hat Developer
2198	Build your first application using PHP 5.6 on RHEL 7 with containers and Red Hat Software Collections | Red Hat Developer
2199	Troubleshooting and FAQ: Red Hat Enterprise Linux | Red Hat Developer
2200	FAQs for no-cost Red Hat Enterprise Linux | Red Hat Developer
2201	FAQ: Changes to the Red Hat Developer program’s no-cost subscriptions | Red Hat Developer
2202	Colossal Cave Adventure | Red Hat Developer
2203	Updates - compilers | Red Hat Developer
2204	Defensive Coding Guide | Red Hat Developer
2205	Install .NET Core on RHEL in under 5 minutes, by Don Schenck. | Red Hat Developer
2206	Quickly Deploy a ASP.NET App on OpenShift, by Charlotte Ellett | Red Hat Developer
2207	Securing Microservices using JSON Web Tokens (JWT) and Red Hat SSO, by Thomas Qvarnstrom | Red Hat Developer
2208	Podman - A Linux tool for working with containers and pods | Red Hat Developer
2209	Frequently asked questions: no-cost Red Hat Enterprise Linux Developer Subscription | Red Hat Developer
2210	How to post and tag a question on Stack Overflow | Red Hat Developer
2211	Build your first application using native PHP on RHEL 6 or RHEL 7 | Red Hat Developer
2212	Build your first application using Java on RHEL 7 with OpenJDK 8 | Red Hat Developer
2213	Build your first application native Perl on RHEL 6 or RHEL 7 | Red Hat Developer
2214	Build your first application using native Python on RHEL 6 or RHEL 7 | Red Hat Developer
2215	Build your first application using GCC4 on RHEL 6 with Red Hat Developer Toolset (DTS) | Red Hat Developer
2216	Build your first application using Ruby 2.3 on RHEL 7 with containers and Red Hat Software Collections | Red Hat Developer
2217	Renew your Red Hat Developer subscription | Red Hat Developer
2218	.NET Core 2.0 - Frequently Asked Questions | Red Hat Developer
2219	Getting Red Hat Enterprise Linux Developer Suite: What you need to know | Red Hat Developer
2220	CDK 3: Build your first application using the OpenShift Console | Red Hat Developer
2221	How to create a pull request | Red Hat Developer
2222	Getting Red Hat Enterprise Linux Developer Suite: What you need to know | Red Hat Developer
2223	Quick tour of JBoss #CloudNative Java App Dev Options, by Rich Naszcyniec | Red Hat Developer
2224	.NET Core: Versions and Components, by Omair Majid | Red Hat Developer
2225	Rapid Application Development using Automatic Redeploy and Eclipse Vert.x, by Deven Philips | Red Hat Developer
2226	UX Convergence: Harmonizing User Experience Across the Enterprise, by Robb Harvey | Red Hat Developer
2227	Revolutionizing Hackathons, by Nicolas Grenie | Red Hat Developer
2228	Try in Now - a Better Evaluation Experience, by Brad Micklea of Codenvy | Red Hat Developer
2229	Analytics and Data Science on OpenShift with Apache Spark, by Will Benton | Red Hat Developer
2230	Achieving DevOps with Containers: 3 things people miss by Scott McCarty | Red Hat Developer
